Type,Name,Display Name,Bin Number,Location,On Hand
Inventory Item,6010-103497-000,"DC-DC CONVERTER, 5 VDC, 15W OUTPUT, 24VDC INPUT, DINRAIL",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103497-000,"DC-DC CONVERTER, 5 VDC, 15W OUTPUT, 24VDC INPUT, DINRAIL",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103498-000,"4C GROUND TERMINAL BLOCK, WAGO, 2.5 MM² GREEN/YEL, DINRAIL",B4181B,Ogden Manufacturing,0
Inventory Item,6010-103498-000,"4C GROUND TERMINAL BLOCK, WAGO, 2.5 MM² GREEN/YEL, DINRAIL",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103498-000,"4C GROUND TERMINAL BLOCK, WAGO, 2.5 MM² GREEN/YEL, DINRAIL",CPN183I,Ogden Manufacturing,344
Inventory Item,6010-103498-000,"4C GROUND TERMINAL BLOCK, WAGO, 2.5 MM² GREEN/YEL, DINRAIL",CPM023I,Ogden Manufacturing,373
Inventory Item,6010-103498-000,"4C GROUND TERMINAL BLOCK, WAGO, 2.5 MM² GREEN/YEL, DINRAIL",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103498-000,"4C GROUND TERMINAL BLOCK, WAGO, 2.5 MM² GREEN/YEL, DINRAIL",Development - B2,Ogden Manufacturing,0
Inventory Item,6010-103498-000,"4C GROUND TERMINAL BLOCK, WAGO, 2.5 MM² GREEN/YEL, DINRAIL",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103498-000,"4C GROUND TERMINAL BLOCK, WAGO, 2.5 MM² GREEN/YEL, DINRAIL",B4181D,Ogden Manufacturing,280
Inventory Item,6010-103499-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLACK, DINRAIL",B4211C,Ogden Manufacturing,100
Inventory Item,6010-103499-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLACK, DINRAIL",Development - B2,Ogden Manufacturing,0
Inventory Item,6010-103499-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLACK, DINRAIL",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103499-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLACK, DINRAIL",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103499-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLACK, DINRAIL",B4181B,Ogden Manufacturing,0
Inventory Item,6010-103499-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLACK, DINRAIL",CPM023G,Ogden Manufacturing,306
Inventory Item,6010-103499-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLACK, DINRAIL",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103499-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLACK, DINRAIL",CPN183H,Ogden Manufacturing,254
Inventory Item,6010-103500-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² RED, DINRAIL",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103500-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² RED, DINRAIL",CPN183G,Ogden Manufacturing,252
Inventory Item,6010-103500-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² RED, DINRAIL",B4211B,Ogden Manufacturing,0
Inventory Item,6010-103500-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² RED, DINRAIL",B4211C,Ogden Manufacturing,100
Inventory Item,6010-103500-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² RED, DINRAIL",Development - B2,Ogden Manufacturing,0
Inventory Item,6010-103500-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² RED, DINRAIL",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103500-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² RED, DINRAIL",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103500-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² RED, DINRAIL",B4181B,Ogden Manufacturing,0
Inventory Item,6010-103500-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² RED, DINRAIL",CPM023H,Ogden Manufacturing,252
Inventory Item,6010-103500-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² RED, DINRAIL",B4152A,Ogden Manufacturing,800
Inventory Item,6010-103501-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLUE, DINRAIL",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103501-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLUE, DINRAIL",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103501-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLUE, DINRAIL",B4211B,Ogden Manufacturing,0
Inventory Item,6010-103501-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLUE, DINRAIL",B4181D,Ogden Manufacturing,240
Inventory Item,6010-103501-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLUE, DINRAIL",B4152A,Ogden Manufacturing,800
Inventory Item,6010-103501-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLUE, DINRAIL",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103501-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLUE, DINRAIL",CPM023E,Ogden Manufacturing,127
Inventory Item,6010-103501-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLUE, DINRAIL",Development - B2,Ogden Manufacturing,0
Inventory Item,6010-103501-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLUE, DINRAIL",CPN183D,Ogden Manufacturing,193
Inventory Item,6010-103501-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² BLUE, DINRAIL",B4182B,Ogden Manufacturing,0
Inventory Item,6010-103502-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² GREY, DINRAIL",B4211B,Ogden Manufacturing,40
Inventory Item,6010-103502-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² GREY, DINRAIL",CPN183E,Ogden Manufacturing,196
Inventory Item,6010-103502-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² GREY, DINRAIL",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103502-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² GREY, DINRAIL",CPM023D,Ogden Manufacturing,264
Inventory Item,6010-103502-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² GREY, DINRAIL",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103502-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² GREY, DINRAIL",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103502-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² GREY, DINRAIL",Development - B2,Ogden Manufacturing,0
Inventory Item,6010-103503-000,"END PLATE/DIVIDER FOR 4C 2002-14xx WAGO TERMINALS, ORANGE",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103503-000,"END PLATE/DIVIDER FOR 4C 2002-14xx WAGO TERMINALS, ORANGE",B4211B,Ogden Manufacturing,300
Inventory Item,6010-103503-000,"END PLATE/DIVIDER FOR 4C 2002-14xx WAGO TERMINALS, ORANGE",Development - B2,Ogden Manufacturing,0
Inventory Item,6010-103503-000,"END PLATE/DIVIDER FOR 4C 2002-14xx WAGO TERMINALS, ORANGE",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103503-000,"END PLATE/DIVIDER FOR 4C 2002-14xx WAGO TERMINALS, ORANGE",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103503-000,"END PLATE/DIVIDER FOR 4C 2002-14xx WAGO TERMINALS, ORANGE",CPM023J,Ogden Manufacturing,127
Inventory Item,6010-103503-000,"END PLATE/DIVIDER FOR 4C 2002-14xx WAGO TERMINALS, ORANGE",CPN183J,Ogden Manufacturing,9
Inventory Item,6010-103504-000,"2C JUMPER, ENDLESS JUMPER, 25A, GREY",B4181D,Ogden Manufacturing,0
Inventory Item,6010-103504-000,"2C JUMPER, ENDLESS JUMPER, 25A, GREY",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103504-000,"2C JUMPER, ENDLESS JUMPER, 25A, GREY",Development - B2,Ogden Manufacturing,0
Inventory Item,6010-103504-000,"2C JUMPER, ENDLESS JUMPER, 25A, GREY",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103504-000,"2C JUMPER, ENDLESS JUMPER, 25A, GREY",B4181A,Ogden Manufacturing,0
Inventory Item,6010-103504-000,"2C JUMPER, ENDLESS JUMPER, 25A, GREY",CP-Fab1,Ogden Manufacturing,0
Inventory Item,6010-103504-000,"2C JUMPER, ENDLESS JUMPER, 25A, GREY",B4211B,Ogden Manufacturing,2760
Inventory Item,6010-103504-000,"2C JUMPER, ENDLESS JUMPER, 25A, GREY",CPN184C,Ogden Manufacturing,963
Inventory Item,6010-103505-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² YELLOW, DINRAIL",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103505-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² YELLOW, DINRAIL",CPN183F,Ogden Manufacturing,202
Inventory Item,6010-103505-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² YELLOW, DINRAIL",B4211C,Ogden Manufacturing,180
Inventory Item,6010-103505-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² YELLOW, DINRAIL",CPN183E,Ogden Manufacturing,0
Inventory Item,6010-103505-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² YELLOW, DINRAIL",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103505-000,"4C TERMINAL BLOCK, WAGO, 2.5 MM² YELLOW, DINRAIL",CPM023C,Ogden Manufacturing,129
Inventory Item,6010-103506-000,"HOUSING, CONNECTOR, LOCKING BASE, H10B-TBFH-LB-PG21",Inspection Square B2,Ogden Manufacturing,0
Inventory Item,6010-103506-000,"HOUSING, CONNECTOR, LOCKING BASE, H10B-TBFH-LB-PG21",QEC092A,Ogden Manufacturing,24
Inventory Item,6010-103506-000,"HOUSING, CONNECTOR, LOCKING BASE, H10B-TBFH-LB-PG21",QEC Inventory,Ogden Manufacturing,0
Inventory Item,6010-103507-000,"CONNECTOR, MOLEX MX150L PLUG, 6 CIRCUITS, FOR 14-16AWG WIRE, 19419-0011",B4111B,Ogden Manufacturing,0
Inventory Item,6010-103507-000,"CONNECTOR, MOLEX MX150L PLUG, 6 CIRCUITS, FOR 14-16AWG WIRE, 19419-0011",B4181A,Ogden Manufacturing,0
Inventory Item,6010-103507-000,"CONNECTOR, MOLEX MX150L PLUG, 6 CIRCUITS, FOR 14-16AWG WIRE, 19419-0011",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103507-000,"CONNECTOR, MOLEX MX150L PLUG, 6 CIRCUITS, FOR 14-16AWG WIRE, 19419-0011",CS Warehouse,Customer Support,4
Inventory Item,6010-103507-000,"CONNECTOR, MOLEX MX150L PLUG, 6 CIRCUITS, FOR 14-16AWG WIRE, 19419-0011",CPN233D,Ogden Manufacturing,51
Inventory Item,6010-103507-000,"CONNECTOR, MOLEX MX150L PLUG, 6 CIRCUITS, FOR 14-16AWG WIRE, 19419-0011",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103507-000,"CONNECTOR, MOLEX MX150L PLUG, 6 CIRCUITS, FOR 14-16AWG WIRE, 19419-0011",B4110E,Ogden Manufacturing,0
Inventory Item,6010-103507-000,"CONNECTOR, MOLEX MX150L PLUG, 6 CIRCUITS, FOR 14-16AWG WIRE, 19419-0011",B4182A,Ogden Manufacturing,300
Inventory Item,6010-103507-000,"CONNECTOR, MOLEX MX150L PLUG, 6 CIRCUITS, FOR 14-16AWG WIRE, 19419-0011",B4152A,Ogden Manufacturing,10
Inventory Item,6010-103507-000,"CONNECTOR, MOLEX MX150L PLUG, 6 CIRCUITS, FOR 14-16AWG WIRE, 19419-0011",B4162B,Ogden Manufacturing,0
Inventory Item,6010-103508-000,"CRIMP TERMINAL, MOLEX MX150L, FEMALE 14-16 AWG, GOLD PLATED, 19420-0003",HOLDING BIN ONLY,Ogden Manufacturing,0
Inventory Item,6010-103508-000,"CRIMP TERMINAL, MOLEX MX150L, FEMALE 14-16 AWG, GOLD PLATED, 19420-0003",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103508-000,"CRIMP TERMINAL, MOLEX MX150L, FEMALE 14-16 AWG, GOLD PLATED, 19420-0003",QEC Inventory,Ogden Manufacturing,1283
Inventory Item,6010-103508-000,"CRIMP TERMINAL, MOLEX MX150L, FEMALE 14-16 AWG, GOLD PLATED, 19420-0003",CPN174E,Ogden Manufacturing,1193
Inventory Item,6010-103508-000,"CRIMP TERMINAL, MOLEX MX150L, FEMALE 14-16 AWG, GOLD PLATED, 19420-0003",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103508-000,"CRIMP TERMINAL, MOLEX MX150L, FEMALE 14-16 AWG, GOLD PLATED, 19420-0003",B4152A,Ogden Manufacturing,1280
Inventory Item,6010-103509-000,"CONNECTOR, MOLEX MX150L RECEPTACLE, 6 CIRCUITS, FOR 14-16AWG WIRE,WITHOUT CPA, 19418-0021",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103509-000,"CONNECTOR, MOLEX MX150L RECEPTACLE, 6 CIRCUITS, FOR 14-16AWG WIRE,WITHOUT CPA, 19418-0021",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103509-000,"CONNECTOR, MOLEX MX150L RECEPTACLE, 6 CIRCUITS, FOR 14-16AWG WIRE,WITHOUT CPA, 19418-0021",B4172B,Ogden Manufacturing,0
Inventory Item,6010-103509-000,"CONNECTOR, MOLEX MX150L RECEPTACLE, 6 CIRCUITS, FOR 14-16AWG WIRE,WITHOUT CPA, 19418-0021",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103509-000,"CONNECTOR, MOLEX MX150L RECEPTACLE, 6 CIRCUITS, FOR 14-16AWG WIRE,WITHOUT CPA, 19418-0021",QEC Inventory,Ogden Manufacturing,147
Inventory Item,6010-103509-000,"CONNECTOR, MOLEX MX150L RECEPTACLE, 6 CIRCUITS, FOR 14-16AWG WIRE,WITHOUT CPA, 19418-0021",B4181A,Ogden Manufacturing,0
Inventory Item,6010-103509-000,"CONNECTOR, MOLEX MX150L RECEPTACLE, 6 CIRCUITS, FOR 14-16AWG WIRE,WITHOUT CPA, 19418-0021",CPN174F,Ogden Manufacturing,255
Inventory Item,6010-103509-000,"CONNECTOR, MOLEX MX150L RECEPTACLE, 6 CIRCUITS, FOR 14-16AWG WIRE,WITHOUT CPA, 19418-0021",B4181B,Ogden Manufacturing,300
Inventory Item,6010-103509-000,"CONNECTOR, MOLEX MX150L RECEPTACLE, 6 CIRCUITS, FOR 14-16AWG WIRE,WITHOUT CPA, 19418-0021",B4182B,Ogden Manufacturing,0
Inventory Item,6010-103510-000,"CRIMP TERMINAL, MOLEX MX150L, MALE PIN, 14-16 AWG, GOLD PLATED, 19417-0025",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103510-000,"CRIMP TERMINAL, MOLEX MX150L, MALE PIN, 14-16 AWG, GOLD PLATED, 19417-0025",CPN233E,Ogden Manufacturing,2641
Inventory Item,6010-103510-000,"CRIMP TERMINAL, MOLEX MX150L, MALE PIN, 14-16 AWG, GOLD PLATED, 19417-0025",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103510-000,"CRIMP TERMINAL, MOLEX MX150L, MALE PIN, 14-16 AWG, GOLD PLATED, 19417-0025",CS Warehouse,Customer Support,17
Inventory Item,6010-103511-000,"CABLE, UNSHIELDED, PVC JACKET, 6X 22 AWG 7/30 STRAND, BK-RD-WH-GN-OG-BU, PVC, 300V, -20C/80C, UL AWM 2576/CSA",B4111A,Ogden Manufacturing,0
Inventory Item,6010-103511-000,"CABLE, UNSHIELDED, PVC JACKET, 6X 22 AWG 7/30 STRAND, BK-RD-WH-GN-OG-BU, PVC, 300V, -20C/80C, UL AWM 2576/CSA",CP-Wire1,Ogden Manufacturing,452.33
Inventory Item,6010-103511-000,"CABLE, UNSHIELDED, PVC JACKET, 6X 22 AWG 7/30 STRAND, BK-RD-WH-GN-OG-BU, PVC, 300V, -20C/80C, UL AWM 2576/CSA",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103511-000,"CABLE, UNSHIELDED, PVC JACKET, 6X 22 AWG 7/30 STRAND, BK-RD-WH-GN-OG-BU, PVC, 300V, -20C/80C, UL AWM 2576/CSA",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103511-000,"CABLE, UNSHIELDED, PVC JACKET, 6X 22 AWG 7/30 STRAND, BK-RD-WH-GN-OG-BU, PVC, 300V, -20C/80C, UL AWM 2576/CSA",B4111C,Ogden Manufacturing,200
Inventory Item,6010-103513-000,"CABLE, MICRO USB PLUG (MALE) TO STRIPPED WIRES, POWER ONLY, 1METER",CPM024D,Ogden Manufacturing,192
Inventory Item,6010-103513-000,"CABLE, MICRO USB PLUG (MALE) TO STRIPPED WIRES, POWER ONLY, 1METER",CPN181A,Ogden Manufacturing,512
Inventory Item,6010-103513-000,"CABLE, MICRO USB PLUG (MALE) TO STRIPPED WIRES, POWER ONLY, 1METER",CS Warehouse,Customer Support,0
Inventory Item,6010-103513-000,"CABLE, MICRO USB PLUG (MALE) TO STRIPPED WIRES, POWER ONLY, 1METER",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103513-000,"CABLE, MICRO USB PLUG (MALE) TO STRIPPED WIRES, POWER ONLY, 1METER",PA Warehouse,Pennsylvania Warehouse,2
Inventory Item,6010-103513-000,"CABLE, MICRO USB PLUG (MALE) TO STRIPPED WIRES, POWER ONLY, 1METER",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103516-000,"CIRCUIT BREAKER, MINI, 15A, 2 POLE, UL489, CHARACTERISTIC C",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103516-000,"CIRCUIT BREAKER, MINI, 15A, 2 POLE, UL489, CHARACTERISTIC C",B4110A,Ogden Manufacturing,50
Inventory Item,6010-103516-000,"CIRCUIT BREAKER, MINI, 15A, 2 POLE, UL489, CHARACTERISTIC C",B4111A,Bay 4 Bulk Storage,0
Inventory Item,6010-103516-000,"CIRCUIT BREAKER, MINI, 15A, 2 POLE, UL489, CHARACTERISTIC C",B4111A,Ogden Manufacturing,0
Inventory Item,6010-103516-000,"CIRCUIT BREAKER, MINI, 15A, 2 POLE, UL489, CHARACTERISTIC C",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103516-000,"CIRCUIT BREAKER, MINI, 15A, 2 POLE, UL489, CHARACTERISTIC C",B4110B,Ogden Manufacturing,119
Inventory Item,6010-103516-000,"CIRCUIT BREAKER, MINI, 15A, 2 POLE, UL489, CHARACTERISTIC C",CPM011C,Ogden Manufacturing,47
Inventory Item,6010-103518-000,"CABLE, 3 COND, 14 AWG, SJOOW, BLACK, 300V (BLACK/WHITE/GREEN)",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103518-000,"CABLE, 3 COND, 14 AWG, SJOOW, BLACK, 300V (BLACK/WHITE/GREEN)",B4181B,Ogden Manufacturing,200
Inventory Item,6010-103518-000,"CABLE, 3 COND, 14 AWG, SJOOW, BLACK, 300V (BLACK/WHITE/GREEN)",CP-Wire2,Ogden Manufacturing,0
Inventory Item,6010-103518-000,"CABLE, 3 COND, 14 AWG, SJOOW, BLACK, 300V (BLACK/WHITE/GREEN)",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103518-000,"CABLE, 3 COND, 14 AWG, SJOOW, BLACK, 300V (BLACK/WHITE/GREEN)",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103519-000,"BATTERY MODULE, 12V, 26AH, 30A FUSED",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103519-000,"BATTERY MODULE, 12V, 26AH, 30A FUSED",Development - B2,Ogden Manufacturing,0
Inventory Item,6010-103520-000,"MINI PC, H5 QUAD-CORE 64-BIT CORTEX-A53 OPEN SOURCE 512MB",FISH BOWL,Ogden Manufacturing,2
Inventory Item,6010-103520-000,"MINI PC, H5 QUAD-CORE 64-BIT CORTEX-A53 OPEN SOURCE 512MB",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103522-000,"MEMORY CARD, MICROSDXC, 32 GB",CPN182E,Ogden Manufacturing,0
Inventory Item,6010-103522-000,"MEMORY CARD, MICROSDXC, 32 GB",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103522-000,"MEMORY CARD, MICROSDXC, 32 GB",QEC Inventory,Ogden Manufacturing,75
Inventory Item,6010-103522-000,"MEMORY CARD, MICROSDXC, 32 GB",FISH BOWL,Ogden Manufacturing,194
Inventory Item,6010-103522-000,"MEMORY CARD, MICROSDXC, 32 GB",HOLDING BIN ONLY,Ogden Manufacturing,0
Inventory Item,6010-103522-000,"MEMORY CARD, MICROSDXC, 32 GB",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103523-000,"WIRE, HOOK-UP, 14 AWG, 41/30 STRANDING, -40C TO 105C, 600V, GREEN/YELLOW, UL AWM 1015/CSA",CP-Wire2,Ogden Manufacturing,0
Inventory Item,6010-103523-000,"WIRE, HOOK-UP, 14 AWG, 41/30 STRANDING, -40C TO 105C, 600V, GREEN/YELLOW, UL AWM 1015/CSA",QEC Inventory,Ogden Manufacturing,23606
Inventory Item,6010-103523-000,"WIRE, HOOK-UP, 14 AWG, 41/30 STRANDING, -40C TO 105C, 600V, GREEN/YELLOW, UL AWM 1015/CSA",CS Warehouse,Customer Support,18
Inventory Item,6010-103523-000,"WIRE, HOOK-UP, 14 AWG, 41/30 STRANDING, -40C TO 105C, 600V, GREEN/YELLOW, UL AWM 1015/CSA",B4181C,Ogden Manufacturing,30991
Inventory Item,6010-103523-000,"WIRE, HOOK-UP, 14 AWG, 41/30 STRANDING, -40C TO 105C, 600V, GREEN/YELLOW, UL AWM 1015/CSA",CP-Wire1,Ogden Manufacturing,0
Inventory Item,6010-103523-000,"WIRE, HOOK-UP, 14 AWG, 41/30 STRANDING, -40C TO 105C, 600V, GREEN/YELLOW, UL AWM 1015/CSA",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103523-000,"WIRE, HOOK-UP, 14 AWG, 41/30 STRANDING, -40C TO 105C, 600V, GREEN/YELLOW, UL AWM 1015/CSA",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6010-103523-000,"WIRE, HOOK-UP, 14 AWG, 41/30 STRANDING, -40C TO 105C, 600V, GREEN/YELLOW, UL AWM 1015/CSA",B4211B,Ogden Manufacturing,0
Inventory Item,6010-103523-000,"WIRE, HOOK-UP, 14 AWG, 41/30 STRANDING, -40C TO 105C, 600V, GREEN/YELLOW, UL AWM 1015/CSA",B4211A,Ogden Manufacturing,0
Inventory Item,6010-103523-000,"WIRE, HOOK-UP, 14 AWG, 41/30 STRANDING, -40C TO 105C, 600V, GREEN/YELLOW, UL AWM 1015/CSA",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103526-000,"CIRCUIT BREAKER, GFCI, 1P+N, 120 VAC, 16A, TYPE C, 30 mA TRIP",PG2033A,Ogden Manufacturing,32
Inventory Item,6010-103526-000,"CIRCUIT BREAKER, GFCI, 1P+N, 120 VAC, 16A, TYPE C, 30 mA TRIP",B4462A,Ogden Manufacturing,194
Inventory Item,6010-103526-000,"CIRCUIT BREAKER, GFCI, 1P+N, 120 VAC, 16A, TYPE C, 30 mA TRIP",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103526-000,"CIRCUIT BREAKER, GFCI, 1P+N, 120 VAC, 16A, TYPE C, 30 mA TRIP",CS Warehouse,Customer Support,0
Inventory Item,6010-103526-000,"CIRCUIT BREAKER, GFCI, 1P+N, 120 VAC, 16A, TYPE C, 30 mA TRIP",Racks-Bay 1,Ogden Manufacturing,0
Inventory Item,6010-103526-000,"CIRCUIT BREAKER, GFCI, 1P+N, 120 VAC, 16A, TYPE C, 30 mA TRIP",PG1081H,Ogden Manufacturing,0
Inventory Item,6010-103527-000,"SENSOR, TEMPERATURE, NTC 10K, ß3435, SST D6 x 50, 3.0m, IP68",B4222A,Ogden Manufacturing,0
Inventory Item,6010-103527-000,"SENSOR, TEMPERATURE, NTC 10K, ß3435, SST D6 x 50, 3.0m, IP68",B4211D,Ogden Manufacturing,145
Inventory Item,6010-103527-000,"SENSOR, TEMPERATURE, NTC 10K, ß3435, SST D6 x 50, 3.0m, IP68",PA Warehouse,Pennsylvania Warehouse,2
Inventory Item,6010-103527-000,"SENSOR, TEMPERATURE, NTC 10K, ß3435, SST D6 x 50, 3.0m, IP68",B4212B,Ogden Manufacturing,0
Inventory Item,6010-103527-000,"SENSOR, TEMPERATURE, NTC 10K, ß3435, SST D6 x 50, 3.0m, IP68",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103527-000,"SENSOR, TEMPERATURE, NTC 10K, ß3435, SST D6 x 50, 3.0m, IP68",CPN163E,Ogden Manufacturing,89
Inventory Item,6010-103527-000,"SENSOR, TEMPERATURE, NTC 10K, ß3435, SST D6 x 50, 3.0m, IP68",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103527-000,"SENSOR, TEMPERATURE, NTC 10K, ß3435, SST D6 x 50, 3.0m, IP68",Inspection Square B2,Ogden Manufacturing,0
Inventory Item,6010-103528-000,"MINI PC, H2 QUAD-CORE 32-BIT CORTEX-A7 OPEN SOURCE 512MB",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103529-000,"MINI PC, H3 QUAD-CORE 32-BIT CORTEX-A7 OPEN SOURCE 512MB",B4140C,Ogden Manufacturing,200
Inventory Item,6010-103529-000,"MINI PC, H3 QUAD-CORE 32-BIT CORTEX-A7 OPEN SOURCE 512MB",FISH BOWL,Ogden Manufacturing,126
Inventory Item,6010-103529-000,"MINI PC, H3 QUAD-CORE 32-BIT CORTEX-A7 OPEN SOURCE 512MB",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103529-000,"MINI PC, H3 QUAD-CORE 32-BIT CORTEX-A7 OPEN SOURCE 512MB",CPN182E,Ogden Manufacturing,0
Inventory Item,6010-103529-000,"MINI PC, H3 QUAD-CORE 32-BIT CORTEX-A7 OPEN SOURCE 512MB",HOLDING BIN ONLY,Ogden Manufacturing,0
Inventory Item,6010-103529-000,"MINI PC, H3 QUAD-CORE 32-BIT CORTEX-A7 OPEN SOURCE 512MB",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6010-103530-000,"CABLE, ETHERNET, PATCH, CAT6, RJ45, 90 DEGREE RIGHT ANGLE, 1M, BLACK",OP- R&D Fabrication,Ogden Manufacturing,0
Inventory Item,6010-103530-000,"CABLE, ETHERNET, PATCH, CAT6, RJ45, 90 DEGREE RIGHT ANGLE, 1M, BLACK",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103530-000,"CABLE, ETHERNET, PATCH, CAT6, RJ45, 90 DEGREE RIGHT ANGLE, 1M, BLACK",Kit Inventory,Ogden Manufacturing,0
Inventory Item,6010-103530-000,"CABLE, ETHERNET, PATCH, CAT6, RJ45, 90 DEGREE RIGHT ANGLE, 1M, BLACK",Racks-Bay 1,Ogden Manufacturing,0
Inventory Item,6010-103532-000,"INVERTER, 40 KW, 330 - 820 VDC INPUT, 208 - 480 VAC 3 PHASE OUTPUT",CAP 3's,Ogden Manufacturing,0
Inventory Item,6010-103532-000,"INVERTER, 40 KW, 330 - 820 VDC INPUT, 208 - 480 VAC 3 PHASE OUTPUT",Development - B2,Ogden Manufacturing,0
